features,label
0.0 0.0 -0.050177931785583496 -0.024044930934906006 -0.08817732334136963 -0.06565982103347778 -0.10203176736831665 -0.12038177251815796 -0.10296320915222168 -0.1665858030319214 -0.07090532779693604 -0.14883142709732056 -0.08310693502426147 -0.20235717296600342 -0.08514541387557983 -0.23518586158752441 -0.08550488948822021 -0.27018052339553833 -0.04500323534011841 -0.16633164882659912 -0.056084513664245605 -0.23094934225082397 -0.05949515104293823 -0.2696322798728943 -0.06309384107589722 -0.31072381138801575 -0.019171476364135742 -0.16718071699142456 -0.02807408571243286 -0.23196643590927124 -0.031906306743621826 -0.2703419625759125 -0.03476357460021973 -0.30574196577072144 0.010331213474273682 -0.1559198498725891 0.002964317798614502 -0.2055911421775818 -0.0018676519393920898 -0.23695021867752075 -0.0071204304695129395 -0.2670477032661438,HELLO
0.0 0.0 -0.057303011417388916 -0.0040857791900634766 -0.10509979724884033 -0.03698921203613281 -0.13120245933532715 -0.0869104266166687 -0.15451276302337646 -0.13137853145599365 -0.11213141679763794 -0.12291920185089111 -0.1407213807106018 -0.17288857698440552 -0.15679895877838135 -0.20336198806762695 -0.1721431016921997 -0.23533540964126587 -0.09129267930984497 -0.15011858940124512 -0.12297487258911133 -0.20808500051498413 -0.1422898769378662 -0.2450045943260193 -0.161704421043396 -0.2805677652359009 -0.06591469049453735 -0.16129130125045776 -0.0954175591468811 -0.22236418724060059 -0.11413991451263428 -0.2591114044189453 -0.1331082582473755 -0.2922336459159851 -0.03390622138977051 -0.16281425952911377 -0.05795633792877197 -0.20902937650680542 -0.07495194673538208 -0.23874586820602417 -0.09294885396957397 -0.2663952708244324,HELLO
0.0 0.0 -0.06017249822616577 0.013993799686431885 -0.11126399040222168 0.00016647577285766602 -0.14492857456207275 -0.03809696435928345 -0.16844165325164795 -0.0778578519821167 -0.12618708610534668 -0.08307009935379028 -0.16110944747924805 -0.12387585639953613 -0.18197959661483765 -0.14917901158332825 -0.2015889286994934 -0.17451849579811096 -0.11184698343276978 -0.11340320110321045 -0.1508326530456543 -0.16373798251152039 -0.175975501537323 -0.19406084716320038 -0.19962114095687866 -0.2210191935300827 -0.09187275171279907 -0.13064783811569214 -0.12810999155044556 -0.18500131368637085 -0.14993631839752197 -0.2154368758201599 -0.1714155077934265 -0.24211210012435913 -0.06449878215789795 -0.14151865243911743 -0.09306824207305908 -0.18446549773216248 -0.11222696304321289 -0.20943023264408112 -0.13228905200958252 -0.23273059725761414,HELLO
0.0 0.0 -0.05818533897399902 0.02431708574295044 -0.11466312408447266 0.01926368474960327 -0.1525881290435791 -0.014445245265960693 -0.17974704504013062 -0.04654020071029663 -0.1424325704574585 -0.054422467947006226 -0.17912578582763672 -0.092623770236969 -0.2008661925792694 -0.11723333597183228 -0.22248387336730957 -0.14024969935417175 -0.12954026460647583 -0.08513647317886353 -0.16802620887756348 -0.12675583362579346 -0.19146499037742615 -0.15274865925312042 -0.2158816158771515 -0.17695605754852295 -0.11034363508224487 -0.10577020049095154 -0.14751887321472168 -0.1482727825641632 -0.17029672861099243 -0.17460176348686218 -0.19202452898025513 -0.1966744214296341 -0.08258360624313354 -0.1232345700263977 -0.11476480960845947 -0.15892669558525085 -0.1354438066482544 -0.17976096272468567 -0.15571492910385132 -0.19700652360916138,HELLO
0.0 0.0 -0.05509299039840698 0.027438193559646606 -0.10765010118484497 0.02109241485595703 -0.14287340641021729 -0.013556629419326782 -0.17238718271255493 -0.04107356071472168 -0.1310049295425415 -0.04817584156990051 -0.17343124747276306 -0.08197620511054993 -0.19924360513687134 -0.10464519262313843 -0.22297483682632446 -0.12674355506896973 -0.12123268842697144 -0.08025866746902466 -0.16789358854293823 -0.11998999118804932 -0.19691351056098938 -0.14499861001968384 -0.22419065237045288 -0.16826391220092773 -0.10411858558654785 -0.1027732789516449 -0.14872318506240845 -0.14375272393226624 -0.17613089084625244 -0.1677512228488922 -0.20105257630348206 -0.18867942690849304 -0.0786905288696289 -0.12140223383903503 -0.11406642198562622 -0.15228471159934998 -0.1376991868019104 -0.1712295413017273 -0.15980055928230286 -0.1872156858444214,HELLO
0.0 0.0 -0.05777865648269653 0.01846456527709961 -0.10995465517044067 0.0064192116260528564 -0.1443777084350586 -0.03128543496131897 -0.1730150580406189 -0.058978497982025146 -0.131028413772583 -0.067588210105896 -0.16897737979888916 -0.10191628336906433 -0.19123762845993042 -0.12319818139076233 -0.2126186490058899 -0.14501652121543884 -0.11938643455505371 -0.09816277027130127 -0.16094517707824707 -0.13836875557899475 -0.18714451789855957 -0.1639491617679596 -0.2130286693572998 -0.18873420357704163 -0.10059940814971924 -0.1175733208656311 -0.1395701766014099 -0.16041183471679688 -0.1640530824661255 -0.18708166480064392 -0.18737229704856873 -0.21099896728992462 -0.07237941026687622 -0.13240620493888855 -0.10568481683731079 -0.16598975658416748 -0.12747496366500854 -0.18568524718284607 -0.14896374940872192 -0.20339779555797577,HELLO
0.0 0.0 -0.05882072448730469 0.018870621919631958 -0.11063814163208008 0.006356716156005859 -0.1436057686805725 -0.036153316497802734 -0.1693071722984314 -0.06769874691963196 -0.12825584411621094 -0.06721857190132141 -0.16435706615447998 -0.10349789261817932 -0.18573486804962158 -0.12763234972953796 -0.20593371987342834 -0.15208500623703003 -0.11657726764678955 -0.09936490654945374 -0.15646135807037354 -0.14358597993850708 -0.18136829137802124 -0.17167800664901733 -0.20580539107322693 -0.19837521016597748 -0.09787827730178833 -0.11856746673583984 -0.13561582565307617 -0.16602349281311035 -0.15872883796691895 -0.19436214864253998 -0.17992955446243286 -0.2196342647075653 -0.06943583488464355 -0.13215649127960205 -0.10154342651367188 -0.16729366779327393 -0.12208408117294312 -0.18889376521110535 -0.14213544130325317 -0.20872657001018524,HELLO
0.0 0.0 -0.05917322635650635 0.016463249921798706 -0.10971999168395996 -6.61611557006836e-05 -0.14008575677871704 -0.043300777673721313 -0.16335105895996094 -0.07729285955429077 -0.1242746114730835 -0.07723098993301392 -0.15916502475738525 -0.11613273620605469 -0.17961424589157104 -0.1413818597793579 -0.19885003566741943 -0.16685757040977478 -0.11121892929077148 -0.1074511706829071 -0.149583637714386 -0.1552312672138214 -0.17381471395492554 -0.18564894795417786 -0.19710862636566162 -0.2146138697862625 -0.09203332662582397 -0.12442481517791748 -0.12755155563354492 -0.1753968894481659 -0.15020519495010376 -0.20522825419902802 -0.17134630680084229 -0.2320549488067627 -0.0640711784362793 -0.13516071438789368 -0.09382420778274536 -0.17235323786735535 -0.11366748809814453 -0.19452333450317383 -0.1333545446395874 -0.2151174545288086,HELLO
0.0 0.0 -0.062365174293518066 0.008950233459472656 -0.11240291595458984 -0.009689152240753174 -0.14234524965286255 -0.05253547430038452 -0.16338324546813965 -0.08777925372123718 -0.12432247400283813 -0.0876280665397644 -0.15771853923797607 -0.12960964441299438 -0.17646688222885132 -0.15648499131202698 -0.19466322660446167 -0.18388456106185913 -0.10921895503997803 -0.11689510941505432 -0.14546090364456177 -0.16614046692848206 -0.16769790649414062 -0.1974092423915863 -0.1904129981994629 -0.22751639783382416 -0.08874434232711792 -0.1328500211238861 -0.12190425395965576 -0.18434852361679077 -0.14347445964813232 -0.21535970270633698 -0.16408240795135498 -0.24284878373146057 -0.05951535701751709 -0.14222931861877441 -0.08832985162734985 -0.18162226676940918 -0.10782384872436523 -0.20609083771705627 -0.12747210264205933 -0.22922620177268982,HELLO
0.0 0.0 -0.06369858980178833 0.0031600594520568848 -0.11127912998199463 -0.020319819450378418 -0.13666898012161255 -0.06815040111541748 -0.1528874635696411 -0.10790324211120605 -0.11626029014587402 -0.09783846139907837 -0.14727431535720825 -0.14372846484184265 -0.1645270586013794 -0.1738697588443756 -0.1805669665336609 -0.20477032661437988 -0.09957867860794067 -0.12558549642562866 -0.13222461938858032 -0.18030014634132385 -0.1522982120513916 -0.2158142626285553 -0.17179185152053833 -0.2501590847969055 -0.07822942733764648 -0.13975316286087036 -0.1071959137916565 -0.1959197223186493 -0.12621372938156128 -0.23017430305480957 -0.1439831256866455 -0.26093630492687225 -0.04864966869354248 -0.14646977186203003 -0.07384228706359863 -0.18988919258117676 -0.09151351451873779 -0.21658773720264435 -0.10967284440994263 -0.24216006696224213,HELLO
0.0 0.0 -0.06361430883407593 -0.006170898675918579 -0.10796260833740234 -0.03489789366722107 -0.12953627109527588 -0.0841490626335144 -0.1475657820701599 -0.12333199381828308 -0.10665404796600342 -0.11512953042984009 -0.13387465476989746 -0.1656244993209839 -0.1489695906639099 -0.19681435823440552 -0.16324859857559204 -0.22850331664085388 -0.08720642328262329 -0.14015808701515198 -0.11609399318695068 -0.19868797063827515 -0.13351970911026 -0.23586192727088928 -0.15107625722885132 -0.2720571458339691 -0.06468009948730469 -0.15116894245147705 -0.09021145105361938 -0.2108689844608307 -0.10660624504089355 -0.2474294751882553 -0.12198394536972046 -0.2799880802631378 -0.034203290939331055 -0.15381893515586853 -0.05714339017868042 -0.20136800408363342 -0.07265150547027588 -0.2312006950378418 -0.08856600522994995 -0.2591876834630966,HELLO
0.0 0.0 -0.06153613328933716 -0.009434998035430908 -0.10524237155914307 -0.04512718319892883 -0.12085282802581787 -0.09639886021614075 -0.12714308500289917 -0.13340789079666138 -0.0942373275756836 -0.12348544597625732 -0.11786907911300659 -0.17584586143493652 -0.13113528490066528 -0.20816227793693542 -0.14274048805236816 -0.24114978313446045 -0.07200402021408081 -0.1458580195903778 -0.09758120775222778 -0.20762380957603455 -0.11431741714477539 -0.2478741705417633 -0.1303577423095703 -0.287542924284935 -0.047074317932128906 -0.15502092242240906 -0.06963163614273071 -0.21647244691848755 -0.08447015285491943 -0.2548940181732178 -0.09824270009994507 -0.28935606777668 -0.016297638416290283 -0.15412494540214539 -0.03638303279876709 -0.20227855443954468 -0.051314711570739746 -0.23372882604599 -0.06618797779083252 -0.26337772607803345,HELLO
0.0 0.0 -0.060322463512420654 -0.020658433437347412 -0.09873610734939575 -0.06650018692016602 -0.1097571849822998 -0.1254194676876068 -0.10739237070083618 -0.16701972484588623 -0.08013653755187988 -0.1423734426498413 -0.09783399105072021 -0.1981162130832672 -0.1074950098991394 -0.23357146978378296 -0.11540400981903076 -0.2684033215045929 -0.055975139141082764 -0.1613917350769043 -0.0746425986289978 -0.22770237922668457 -0.08595937490463257 -0.26948338747024536 -0.09747886657714844 -0.3087542653083801 -0.031115174293518066 -0.16547217965126038 -0.04728043079376221 -0.2326280176639557 -0.05755925178527832 -0.27541372179985046 -0.06623101234436035 -0.3112582266330719 0.0005036592483520508 -0.15931901335716248 -0.013154447078704834 -0.21157336235046387 -0.022824883460998535 -0.24581649899482727 -0.0330805778503418 -0.2768320143222809,HELLO
0.0 0.0 -0.06051546335220337 -0.023250877857208252 -0.09753090143203735 -0.0725630521774292 -0.10576605796813965 -0.13311299681663513 -0.10281020402908325 -0.1761792004108429 -0.07240062952041626 -0.14936286211013794 -0.0875808596611023 -0.206276535987854 -0.09686189889907837 -0.24239176511764526 -0.10445898771286011 -0.2782119810581207 -0.04826086759567261 -0.1676517128944397 -0.0642009973526001 -0.23583635687828064 -0.07512480020523071 -0.2791253328323364 -0.08485734462738037 -0.31942524015903473 -0.023747920989990234 -0.1710728108882904 -0.03714090585708618 -0.23954910039901733 -0.046388447284698486 -0.28247398138046265 -0.05395859479904175 -0.3193158060312271 0.006093800067901611 -0.1633649468421936 -0.00494915246963501 -0.2173837423324585 -0.013700604438781738 -0.25258126854896545 -0.022656023502349854 -0.28499460220336914,HELLO
0.0 0.0 -0.06305986642837524 0.004459738731384277 -0.1125187873840332 -0.019376397132873535 -0.14157640933990479 -0.06393051147460938 -0.1651477813720703 -0.09860935807228088 -0.12482059001922607 -0.0963481068611145 -0.15860915184020996 -0.1379128098487854 -0.17990803718566895 -0.1626926064491272 -0.19977888464927673 -0.18607667088508606 -0.11158215999603271 -0.12276571989059448 -0.1486494541168213 -0.17272183299064636 -0.1740822196006775 -0.20216557383537292 -0.19841742515563965 -0.22911030054092407 -0.09198683500289917 -0.13681882619857788 -0.12716102600097656 -0.18928197026252747 -0.15062975883483887 -0.21923121809959412 -0.1738000512123108 -0.24572217464447021 -0.06235712766647339 -0.14381694793701172 -0.0936669111251831 -0.18635565042495728 -0.11454039812088013 -0.21028175950050354 -0.13630646467208862 -0.23176217079162598,HELLO
0.0 0.0 -0.0654638409614563 0.0032722949981689453 -0.11402511596679688 -0.021932125091552734 -0.14145129919052124 -0.06752991676330566 -0.16332799196243286 -0.10396254062652588 -0.12486612796783447 -0.09821641445159912 -0.15901798009872437 -0.1406295895576477 -0.1792660355567932 -0.1673153042793274 -0.19850143790245056 -0.19359314441680908 -0.1103893518447876 -0.12487682700157166 -0.14667755365371704 -0.17252430319786072 -0.1689317226409912 -0.20316824316978455 -0.19123739004135132 -0.23374569416046143 -0.09021222591400146 -0.1389845907688141 -0.12447398900985718 -0.1880382001399994 -0.1459081768989563 -0.21848350763320923 -0.16693776845932007 -0.24721765518188477 -0.05930298566818237 -0.14689111709594727 -0.0905752182006836 -0.18641936779022217 -0.11072808504104614 -0.20967420935630798 -0.13172012567520142 -0.2318100929260254,HELLO
0.0 0.0 -0.06323730945587158 -1.0132789611816406e-06 -0.1099957823753357 -0.027082622051239014 -0.13390833139419556 -0.07613545656204224 -0.1533069610595703 -0.11408153176307678 -0.11499685049057007 -0.10576850175857544 -0.14542198181152344 -0.14914357662200928 -0.16302204132080078 -0.17836400866508484 -0.1791520118713379 -0.20815300941467285 -0.09932637214660645 -0.1325860619544983 -0.13216549158096313 -0.18448695540428162 -0.15249264240264893 -0.2192540168762207 -0.17201197147369385 -0.25366753339767456 -0.07830733060836792 -0.1449371874332428 -0.10907411575317383 -0.19828617572784424 -0.12823337316513062 -0.23212289810180664 -0.14664942026138306 -0.26372841000556946 -0.047909438610076904 -0.14855921268463135 -0.07531571388244629 -0.18995246291160583 -0.0937126874923706 -0.21435946226119995 -0.11274582147598267 -0.23746460676193237,HELLO
0.0 0.0 -0.06237602233886719 -0.0007010698318481445 -0.1089104413986206 -0.03090369701385498 -0.13213014602661133 -0.08093380928039551 -0.1472862958908081 -0.11951068043708801 -0.1095273494720459 -0.11124899983406067 -0.1377379298210144 -0.15760228037834167 -0.15235555171966553 -0.18812790513038635 -0.16577649116516113 -0.2195059061050415 -0.0909050703048706 -0.13632604479789734 -0.12132978439331055 -0.19014087319374084 -0.13901358842849731 -0.22507426142692566 -0.15671396255493164 -0.2605927586555481 -0.06921076774597168 -0.14699605107307434 -0.09629696607589722 -0.20289087295532227 -0.11393344402313232 -0.23738330602645874 -0.12970060110092163 -0.2693517208099365 -0.03934532403945923 -0.1493125557899475 -0.06429320573806763 -0.19430333375930786 -0.08145201206207275 -0.22150233387947083 -0.09903895854949951 -0.24787816405296326,HELLO
0.0 0.0 -0.06216931343078613 -0.005415558815002441 -0.10803508758544922 -0.03735619783401489 -0.1297038197517395 -0.08904948830604553 -0.14382529258728027 -0.1297680139541626 -0.10535043478012085 -0.11814430356025696 -0.13127988576889038 -0.16678357124328613 -0.14619219303131104 -0.19740375876426697 -0.1602734923362732 -0.22821000218391418 -0.08574175834655762 -0.1415313482284546 -0.11328214406967163 -0.198261559009552 -0.13141083717346191 -0.2352108359336853 -0.14862889051437378 -0.2709057331085205 -0.06275200843811035 -0.15126264095306396 -0.08712482452392578 -0.21022838354110718 -0.10400313138961792 -0.24640625715255737 -0.11990529298782349 -0.2785332500934601 -0.03337019681930542 -0.15136200189590454 -0.055145323276519775 -0.1976720690727234 -0.0722087025642395 -0.22611331939697266 -0.08983898162841797 -0.2529134154319763,HELLO
0.0 0.0 -0.06238985061645508 -0.009791731834411621 -0.10502791404724121 -0.04805654287338257 -0.12344092130661011 -0.1006079912185669 -0.13751280307769775 -0.1422494649887085 -0.09575003385543823 -0.12349772453308105 -0.12006324529647827 -0.173781156539917 -0.1347162127494812 -0.20707917213439941 -0.14786458015441895 -0.24023979902267456 -0.07548028230667114 -0.14593297243118286 -0.1011081337928772 -0.20548036694526672 -0.11749225854873657 -0.24640366435050964 -0.1332593560218811 -0.2862328588962555 -0.05128592252731323 -0.15445682406425476 -0.07557439804077148 -0.21447700262069702 -0.09049326181411743 -0.25411713123321533 -0.10552823543548584 -0.2907543182373047 -0.01957482099533081 -0.15354374051094055 -0.04029005765914917 -0.20125192403793335 -0.05555647611618042 -0.2321888506412506 -0.0718221664428711 -0.2610711455345154,HELLO
